,Character,movie_number,spacy_tokens,identified_names,character_counts
6478,McGonagall,film 1,draco,Albus Severus Potter,5
6479,McGonagall,film 1,draco,Arthur Weasley,2
6480,McGonagall,film 1,draco,Bill William Arthur Weasley,2
6481,McGonagall,film 1,draco,Charles Weasley,2
6482,McGonagall,film 1,draco,Draco Malfoy,2
6483,McGonagall,film 1,draco,Edgar Bones,1
6484,McGonagall,film 1,draco,Fred Weasley,2
6485,McGonagall,film 1,draco,George Weasley,2
6486,McGonagall,film 1,draco,Ginevra Ginny Molly Weasley,2
6487,McGonagall,film 1,draco,Godric Gryffindor,1
6488,McGonagall,film 1,draco,Harry James Potter,4
6489,McGonagall,film 1,draco,Helena Ravenclaw,1
6490,McGonagall,film 1,draco,Helga Hufflepuff,1
6491,McGonagall,film 1,draco,Hermione Jean Granger,1
6492,McGonagall,film 1,draco,James Potter,4
6493,McGonagall,film 1,draco,James Sirius Potter,4
6494,McGonagall,film 1,draco,Lily J. Potter,4
6495,McGonagall,film 1,draco,Lucius Malfoy,2
6496,McGonagall,film 1,draco,Molly Weasley,2
6497,McGonagall,film 1,draco,Narcissa Malfoy,2
6498,McGonagall,film 1,draco,Nicholas de Mimsy-Porpington,2
6499,McGonagall,film 1,draco,Oliver Wood,3
6500,McGonagall,film 1,draco,Percy Ignatius Weasley,2
6501,McGonagall,film 1,draco,Quirinus Quirrell,1
6502,McGonagall,film 1,draco,Ronald Bilius Weasley,2
6503,McGonagall,film 1,draco,Rowena Ravenclaw,1
6504,McGonagall,film 1,draco,Rubeus Hagrid,1
6505,McGonagall,film 1,draco,Salazar Slytherin,1
6506,McGonagall,film 1,draco,Scorpius Hyperion Malfoy,2
6507,McGonagall,film 1,draco,Susan Bones,1
6508,McGonagall,film 1,dumbledore,Aberforth Dumbledore,4
6509,McGonagall,film 1,dumbledore,Albus Percival Wulfric Brian Dumbledore,6
6510,McGonagall,film 1,dumbledore,Albus Severus Potter,10
6511,McGonagall,film 1,dumbledore,Arthur Weasley,4
6512,McGonagall,film 1,dumbledore,Bill William Arthur Weasley,4
6513,McGonagall,film 1,dumbledore,Charles Weasley,4
6514,McGonagall,film 1,dumbledore,Draco Malfoy,4
6515,McGonagall,film 1,dumbledore,Edgar Bones,2
6516,McGonagall,film 1,dumbledore,Fred Weasley,4
6517,McGonagall,film 1,dumbledore,George Weasley,4
6518,McGonagall,film 1,dumbledore,Ginevra Ginny Molly Weasley,4
6519,McGonagall,film 1,dumbledore,Godric Gryffindor,2
6520,McGonagall,film 1,dumbledore,Harry James Potter,8
6521,McGonagall,film 1,dumbledore,Helena Ravenclaw,2
6522,McGonagall,film 1,dumbledore,Helga Hufflepuff,2
6523,McGonagall,film 1,dumbledore,Hermione Jean Granger,2
6524,McGonagall,film 1,dumbledore,James Potter,8
6525,McGonagall,film 1,dumbledore,James Sirius Potter,8
6526,McGonagall,film 1,dumbledore,Lily J. Potter,8
6527,McGonagall,film 1,dumbledore,Lucius Malfoy,4
6528,McGonagall,film 1,dumbledore,Molly Weasley,4
6529,McGonagall,film 1,dumbledore,Narcissa Malfoy,4
6530,McGonagall,film 1,dumbledore,Nicholas de Mimsy-Porpington,4
6531,McGonagall,film 1,dumbledore,Oliver Wood,6
6532,McGonagall,film 1,dumbledore,Percy Ignatius Weasley,4
6533,McGonagall,film 1,dumbledore,Quirinus Quirrell,2
6534,McGonagall,film 1,dumbledore,Ronald Bilius Weasley,4
6535,McGonagall,film 1,dumbledore,Rowena Ravenclaw,2
6536,McGonagall,film 1,dumbledore,Rubeus Hagrid,2
6537,McGonagall,film 1,dumbledore,Salazar Slytherin,2
6538,McGonagall,film 1,dumbledore,Scorpius Hyperion Malfoy,4
6539,McGonagall,film 1,dumbledore,Susan Bones,2
6540,McGonagall,film 1,granger,Aberforth Dumbledore,2
6541,McGonagall,film 1,granger,Albus Percival Wulfric Brian Dumbledore,3
6542,McGonagall,film 1,granger,Albus Severus Potter,5
6543,McGonagall,film 1,granger,Arthur Weasley,2
6544,McGonagall,film 1,granger,Bill William Arthur Weasley,2
6545,McGonagall,film 1,granger,Charles Weasley,2
6546,McGonagall,film 1,granger,Draco Malfoy,2
6547,McGonagall,film 1,granger,Edgar Bones,1
6548,McGonagall,film 1,granger,Fred Weasley,2
6549,McGonagall,film 1,granger,George Weasley,2
6550,McGonagall,film 1,granger,Ginevra Ginny Molly Weasley,2
6551,McGonagall,film 1,granger,Godric Gryffindor,1
6552,McGonagall,film 1,granger,Harry James Potter,4
6553,McGonagall,film 1,granger,Helena Ravenclaw,1
6554,McGonagall,film 1,granger,Helga Hufflepuff,1
6555,McGonagall,film 1,granger,Hermione Jean Granger,1
6556,McGonagall,film 1,granger,James Potter,4
6557,McGonagall,film 1,granger,James Sirius Potter,4
6558,McGonagall,film 1,granger,Lily J. Potter,4
6559,McGonagall,film 1,granger,Lucius Malfoy,2
6560,McGonagall,film 1,granger,Molly Weasley,2
6561,McGonagall,film 1,granger,Narcissa Malfoy,2
6562,McGonagall,film 1,granger,Nicholas de Mimsy-Porpington,2
6563,McGonagall,film 1,granger,Oliver Wood,3
6564,McGonagall,film 1,granger,Percy Ignatius Weasley,2
6565,McGonagall,film 1,granger,Quirinus Quirrell,1
6566,McGonagall,film 1,granger,Ronald Bilius Weasley,2
6567,McGonagall,film 1,granger,Rowena Ravenclaw,1
6568,McGonagall,film 1,granger,Rubeus Hagrid,1
6569,McGonagall,film 1,granger,Salazar Slytherin,1
6570,McGonagall,film 1,granger,Scorpius Hyperion Malfoy,2
6571,McGonagall,film 1,granger,Susan Bones,1
6572,McGonagall,film 1,gryffindor,Aberforth Dumbledore,2
6573,McGonagall,film 1,gryffindor,Albus Percival Wulfric Brian Dumbledore,3
6574,McGonagall,film 1,gryffindor,Albus Severus Potter,5
6575,McGonagall,film 1,gryffindor,Arthur Weasley,2
6576,McGonagall,film 1,gryffindor,Bill William Arthur Weasley,2
6577,McGonagall,film 1,gryffindor,Charles Weasley,2
6578,McGonagall,film 1,gryffindor,Draco Malfoy,2
6579,McGonagall,film 1,gryffindor,Edgar Bones,1
6580,McGonagall,film 1,gryffindor,Fred Weasley,2
6581,McGonagall,film 1,gryffindor,George Weasley,2
6582,McGonagall,film 1,gryffindor,Ginevra Ginny Molly Weasley,2
6583,McGonagall,film 1,gryffindor,Godric Gryffindor,1
6584,McGonagall,film 1,gryffindor,Harry James Potter,4
6585,McGonagall,film 1,gryffindor,Helena Ravenclaw,1
6586,McGonagall,film 1,gryffindor,Helga Hufflepuff,1
6587,McGonagall,film 1,gryffindor,Hermione Jean Granger,1
6588,McGonagall,film 1,gryffindor,James Potter,4
6589,McGonagall,film 1,gryffindor,James Sirius Potter,4
6590,McGonagall,film 1,gryffindor,Lily J. Potter,4
6591,McGonagall,film 1,gryffindor,Lucius Malfoy,2
6592,McGonagall,film 1,gryffindor,Molly Weasley,2
6593,McGonagall,film 1,gryffindor,Narcissa Malfoy,2
6594,McGonagall,film 1,gryffindor,Nicholas de Mimsy-Porpington,2
6595,McGonagall,film 1,gryffindor,Oliver Wood,3
6596,McGonagall,film 1,gryffindor,Percy Ignatius Weasley,2
6597,McGonagall,film 1,gryffindor,Quirinus Quirrell,1
6598,McGonagall,film 1,gryffindor,Ronald Bilius Weasley,2
6599,McGonagall,film 1,gryffindor,Rowena Ravenclaw,1
6600,McGonagall,film 1,gryffindor,Rubeus Hagrid,1
6601,McGonagall,film 1,gryffindor,Salazar Slytherin,1
6602,McGonagall,film 1,gryffindor,Scorpius Hyperion Malfoy,2
6603,McGonagall,film 1,gryffindor,Susan Bones,1
6604,McGonagall,film 1,hagrid,Aberforth Dumbledore,2
6605,McGonagall,film 1,hagrid,Albus Percival Wulfric Brian Dumbledore,3
6606,McGonagall,film 1,hagrid,Albus Severus Potter,5
6607,McGonagall,film 1,hagrid,Arthur Weasley,2
6608,McGonagall,film 1,hagrid,Bill William Arthur Weasley,2
6609,McGonagall,film 1,hagrid,Charles Weasley,2
6610,McGonagall,film 1,hagrid,Draco Malfoy,2
6611,McGonagall,film 1,hagrid,Edgar Bones,1
6612,McGonagall,film 1,hagrid,Fred Weasley,2
6613,McGonagall,film 1,hagrid,George Weasley,2
6614,McGonagall,film 1,hagrid,Ginevra Ginny Molly Weasley,2
6615,McGonagall,film 1,hagrid,Godric Gryffindor,1
6616,McGonagall,film 1,hagrid,Harry James Potter,4
6617,McGonagall,film 1,hagrid,Helena Ravenclaw,1
6618,McGonagall,film 1,hagrid,Helga Hufflepuff,1
6619,McGonagall,film 1,hagrid,Hermione Jean Granger,1
6620,McGonagall,film 1,hagrid,James Potter,4
6621,McGonagall,film 1,hagrid,James Sirius Potter,4
6622,McGonagall,film 1,hagrid,Lily J. Potter,4
6623,McGonagall,film 1,hagrid,Lucius Malfoy,2
6624,McGonagall,film 1,hagrid,Molly Weasley,2
6625,McGonagall,film 1,hagrid,Narcissa Malfoy,2
6626,McGonagall,film 1,hagrid,Nicholas de Mimsy-Porpington,2
6627,McGonagall,film 1,hagrid,Oliver Wood,3
6628,McGonagall,film 1,hagrid,Percy Ignatius Weasley,2
6629,McGonagall,film 1,hagrid,Quirinus Quirrell,1
6630,McGonagall,film 1,hagrid,Ronald Bilius Weasley,2
6631,McGonagall,film 1,hagrid,Rowena Ravenclaw,1
6632,McGonagall,film 1,hagrid,Rubeus Hagrid,1
6633,McGonagall,film 1,hagrid,Salazar Slytherin,1
6634,McGonagall,film 1,hagrid,Scorpius Hyperion Malfoy,2
6635,McGonagall,film 1,hagrid,Susan Bones,1
6636,McGonagall,film 1,harry,Aberforth Dumbledore,4
6637,McGonagall,film 1,harry,Albus Percival Wulfric Brian Dumbledore,6
6638,McGonagall,film 1,harry,Albus Severus Potter,10
6639,McGonagall,film 1,harry,Arthur Weasley,4
6640,McGonagall,film 1,harry,Bill William Arthur Weasley,4
6641,McGonagall,film 1,harry,Charles Weasley,4
6642,McGonagall,film 1,harry,Draco Malfoy,4
6643,McGonagall,film 1,harry,Edgar Bones,2
6644,McGonagall,film 1,harry,Fred Weasley,4
6645,McGonagall,film 1,harry,George Weasley,4
6646,McGonagall,film 1,harry,Ginevra Ginny Molly Weasley,4
6647,McGonagall,film 1,harry,Godric Gryffindor,2
6648,McGonagall,film 1,harry,Harry James Potter,8
6649,McGonagall,film 1,harry,Helena Ravenclaw,2
6650,McGonagall,film 1,harry,Helga Hufflepuff,2
6651,McGonagall,film 1,harry,Hermione Jean Granger,2
6652,McGonagall,film 1,harry,James Potter,8
6653,McGonagall,film 1,harry,James Sirius Potter,8
6654,McGonagall,film 1,harry,Lily J. Potter,8
6655,McGonagall,film 1,harry,Lucius Malfoy,4
6656,McGonagall,film 1,harry,Molly Weasley,4
6657,McGonagall,film 1,harry,Narcissa Malfoy,4
6658,McGonagall,film 1,harry,Nicholas de Mimsy-Porpington,4
6659,McGonagall,film 1,harry,Oliver Wood,6
6660,McGonagall,film 1,harry,Percy Ignatius Weasley,4
6661,McGonagall,film 1,harry,Quirinus Quirrell,2
6662,McGonagall,film 1,harry,Ronald Bilius Weasley,4
6663,McGonagall,film 1,harry,Rowena Ravenclaw,2
6664,McGonagall,film 1,harry,Rubeus Hagrid,2
6665,McGonagall,film 1,harry,Salazar Slytherin,2
6666,McGonagall,film 1,harry,Scorpius Hyperion Malfoy,4
6667,McGonagall,film 1,harry,Susan Bones,2
6668,McGonagall,film 1,hermione,Aberforth Dumbledore,2
6669,McGonagall,film 1,hermione,Albus Percival Wulfric Brian Dumbledore,3
6670,McGonagall,film 1,hermione,Albus Severus Potter,5
6671,McGonagall,film 1,hermione,Arthur Weasley,2
6672,McGonagall,film 1,hermione,Bill William Arthur Weasley,2
6673,McGonagall,film 1,hermione,Charles Weasley,2
6674,McGonagall,film 1,hermione,Draco Malfoy,2
6675,McGonagall,film 1,hermione,Edgar Bones,1
6676,McGonagall,film 1,hermione,Fred Weasley,2
6677,McGonagall,film 1,hermione,George Weasley,2
6678,McGonagall,film 1,hermione,Ginevra Ginny Molly Weasley,2
6679,McGonagall,film 1,hermione,Godric Gryffindor,1
6680,McGonagall,film 1,hermione,Harry James Potter,4
6681,McGonagall,film 1,hermione,Helena Ravenclaw,1
6682,McGonagall,film 1,hermione,Helga Hufflepuff,1
6683,McGonagall,film 1,hermione,Hermione Jean Granger,1
6684,McGonagall,film 1,hermione,James Potter,4
6685,McGonagall,film 1,hermione,James Sirius Potter,4
6686,McGonagall,film 1,hermione,Lily J. Potter,4
6687,McGonagall,film 1,hermione,Lucius Malfoy,2
6688,McGonagall,film 1,hermione,Molly Weasley,2
6689,McGonagall,film 1,hermione,Narcissa Malfoy,2
6690,McGonagall,film 1,hermione,Nicholas de Mimsy-Porpington,2
6691,McGonagall,film 1,hermione,Oliver Wood,3
6692,McGonagall,film 1,hermione,Percy Ignatius Weasley,2
6693,McGonagall,film 1,hermione,Quirinus Quirrell,1
6694,McGonagall,film 1,hermione,Ronald Bilius Weasley,2
6695,McGonagall,film 1,hermione,Rowena Ravenclaw,1
6696,McGonagall,film 1,hermione,Rubeus Hagrid,1
6697,McGonagall,film 1,hermione,Salazar Slytherin,1
6698,McGonagall,film 1,hermione,Scorpius Hyperion Malfoy,2
6699,McGonagall,film 1,hermione,Susan Bones,1
6700,McGonagall,film 1,hufflepuff,Aberforth Dumbledore,2
6701,McGonagall,film 1,hufflepuff,Albus Percival Wulfric Brian Dumbledore,3
6702,McGonagall,film 1,hufflepuff,Albus Severus Potter,5
6703,McGonagall,film 1,hufflepuff,Arthur Weasley,2
6704,McGonagall,film 1,hufflepuff,Bill William Arthur Weasley,2
6705,McGonagall,film 1,hufflepuff,Charles Weasley,2
6706,McGonagall,film 1,hufflepuff,Draco Malfoy,2
6707,McGonagall,film 1,hufflepuff,Edgar Bones,1
6708,McGonagall,film 1,hufflepuff,Fred Weasley,2
6709,McGonagall,film 1,hufflepuff,George Weasley,2
6710,McGonagall,film 1,hufflepuff,Ginevra Ginny Molly Weasley,2
6711,McGonagall,film 1,hufflepuff,Godric Gryffindor,1
6712,McGonagall,film 1,hufflepuff,Harry James Potter,4
6713,McGonagall,film 1,hufflepuff,Helena Ravenclaw,1
6714,McGonagall,film 1,hufflepuff,Helga Hufflepuff,1
6715,McGonagall,film 1,hufflepuff,Hermione Jean Granger,1
6716,McGonagall,film 1,hufflepuff,James Potter,4
6717,McGonagall,film 1,hufflepuff,James Sirius Potter,4
6718,McGonagall,film 1,hufflepuff,Lily J. Potter,4
6719,McGonagall,film 1,hufflepuff,Lucius Malfoy,2
6720,McGonagall,film 1,hufflepuff,Molly Weasley,2
6721,McGonagall,film 1,hufflepuff,Narcissa Malfoy,2
6722,McGonagall,film 1,hufflepuff,Nicholas de Mimsy-Porpington,2
6723,McGonagall,film 1,hufflepuff,Oliver Wood,3
6724,McGonagall,film 1,hufflepuff,Percy Ignatius Weasley,2
6725,McGonagall,film 1,hufflepuff,Quirinus Quirrell,1
6726,McGonagall,film 1,hufflepuff,Ronald Bilius Weasley,2
6727,McGonagall,film 1,hufflepuff,Rowena Ravenclaw,1
6728,McGonagall,film 1,hufflepuff,Rubeus Hagrid,1
6729,McGonagall,film 1,hufflepuff,Salazar Slytherin,1
6730,McGonagall,film 1,hufflepuff,Scorpius Hyperion Malfoy,2
6731,McGonagall,film 1,hufflepuff,Susan Bones,1
6732,McGonagall,film 1,malfoy,Aberforth Dumbledore,4
6733,McGonagall,film 1,malfoy,Albus Percival Wulfric Brian Dumbledore,6
6734,McGonagall,film 1,malfoy,Albus Severus Potter,10
6735,McGonagall,film 1,malfoy,Arthur Weasley,4
6736,McGonagall,film 1,malfoy,Bill William Arthur Weasley,4
6737,McGonagall,film 1,malfoy,Charles Weasley,4
6738,McGonagall,film 1,malfoy,Draco Malfoy,4
6739,McGonagall,film 1,malfoy,Edgar Bones,2
6740,McGonagall,film 1,malfoy,Fred Weasley,4
6741,McGonagall,film 1,malfoy,George Weasley,4
6742,McGonagall,film 1,malfoy,Ginevra Ginny Molly Weasley,4
6743,McGonagall,film 1,malfoy,Godric Gryffindor,2
6744,McGonagall,film 1,malfoy,Harry James Potter,8
6745,McGonagall,film 1,malfoy,Helena Ravenclaw,2
6746,McGonagall,film 1,malfoy,Helga Hufflepuff,2
6747,McGonagall,film 1,malfoy,Hermione Jean Granger,2
6748,McGonagall,film 1,malfoy,James Potter,8
6749,McGonagall,film 1,malfoy,James Sirius Potter,8
6750,McGonagall,film 1,malfoy,Lily J. Potter,8
6751,McGonagall,film 1,malfoy,Lucius Malfoy,4
6752,McGonagall,film 1,malfoy,Molly Weasley,4
6753,McGonagall,film 1,malfoy,Narcissa Malfoy,4
6754,McGonagall,film 1,malfoy,Nicholas de Mimsy-Porpington,4
6755,McGonagall,film 1,malfoy,Oliver Wood,6
6756,McGonagall,film 1,malfoy,Percy Ignatius Weasley,4
6757,McGonagall,film 1,malfoy,Quirinus Quirrell,2
6758,McGonagall,film 1,malfoy,Ronald Bilius Weasley,4
6759,McGonagall,film 1,malfoy,Rowena Ravenclaw,2
6760,McGonagall,film 1,malfoy,Rubeus Hagrid,2
6761,McGonagall,film 1,malfoy,Salazar Slytherin,2
6762,McGonagall,film 1,malfoy,Scorpius Hyperion Malfoy,4
6763,McGonagall,film 1,malfoy,Susan Bones,2
6764,McGonagall,film 1,oliver,Aberforth Dumbledore,2
6765,McGonagall,film 1,oliver,Albus Percival Wulfric Brian Dumbledore,3
6766,McGonagall,film 1,oliver,Albus Severus Potter,5
6767,McGonagall,film 1,oliver,Arthur Weasley,2
6768,McGonagall,film 1,oliver,Bill William Arthur Weasley,2
6769,McGonagall,film 1,oliver,Charles Weasley,2
6770,McGonagall,film 1,oliver,Draco Malfoy,2
6771,McGonagall,film 1,oliver,Edgar Bones,1
6772,McGonagall,film 1,oliver,Fred Weasley,2
6773,McGonagall,film 1,oliver,George Weasley,2
6774,McGonagall,film 1,oliver,Ginevra Ginny Molly Weasley,2
6775,McGonagall,film 1,oliver,Godric Gryffindor,1
6776,McGonagall,film 1,oliver,Harry James Potter,4
6777,McGonagall,film 1,oliver,Helena Ravenclaw,1
6778,McGonagall,film 1,oliver,Helga Hufflepuff,1
6779,McGonagall,film 1,oliver,Hermione Jean Granger,1
6780,McGonagall,film 1,oliver,James Potter,4
6781,McGonagall,film 1,oliver,James Sirius Potter,4
6782,McGonagall,film 1,oliver,Lily J. Potter,4
6783,McGonagall,film 1,oliver,Lucius Malfoy,2
6784,McGonagall,film 1,oliver,Molly Weasley,2
6785,McGonagall,film 1,oliver,Narcissa Malfoy,2
6786,McGonagall,film 1,oliver,Nicholas de Mimsy-Porpington,2
6787,McGonagall,film 1,oliver,Oliver Wood,3
6788,McGonagall,film 1,oliver,Percy Ignatius Weasley,2
6789,McGonagall,film 1,oliver,Quirinus Quirrell,1
6790,McGonagall,film 1,oliver,Ronald Bilius Weasley,2
6791,McGonagall,film 1,oliver,Rowena Ravenclaw,1
6792,McGonagall,film 1,oliver,Rubeus Hagrid,1
6793,McGonagall,film 1,oliver,Salazar Slytherin,1
6794,McGonagall,film 1,oliver,Scorpius Hyperion Malfoy,2
6795,McGonagall,film 1,oliver,Susan Bones,1
6796,McGonagall,film 1,potter,Aberforth Dumbledore,8
6797,McGonagall,film 1,potter,Albus Percival Wulfric Brian Dumbledore,12
6798,McGonagall,film 1,potter,Albus Severus Potter,20
6799,McGonagall,film 1,potter,Arthur Weasley,8
6800,McGonagall,film 1,potter,Bill William Arthur Weasley,8
6801,McGonagall,film 1,potter,Charles Weasley,8
6802,McGonagall,film 1,potter,Draco Malfoy,8
6803,McGonagall,film 1,potter,Edgar Bones,4
6804,McGonagall,film 1,potter,Fred Weasley,8
6805,McGonagall,film 1,potter,George Weasley,8
6806,McGonagall,film 1,potter,Ginevra Ginny Molly Weasley,8
6807,McGonagall,film 1,potter,Godric Gryffindor,4
6808,McGonagall,film 1,potter,Harry James Potter,16
6809,McGonagall,film 1,potter,Helena Ravenclaw,4
6810,McGonagall,film 1,potter,Helga Hufflepuff,4
6811,McGonagall,film 1,potter,Hermione Jean Granger,4
6812,McGonagall,film 1,potter,James Potter,16
6813,McGonagall,film 1,potter,James Sirius Potter,16
6814,McGonagall,film 1,potter,Lily J. Potter,16
6815,McGonagall,film 1,potter,Lucius Malfoy,8
6816,McGonagall,film 1,potter,Molly Weasley,8
6817,McGonagall,film 1,potter,Narcissa Malfoy,8
6818,McGonagall,film 1,potter,Nicholas de Mimsy-Porpington,8
6819,McGonagall,film 1,potter,Oliver Wood,12
6820,McGonagall,film 1,potter,Percy Ignatius Weasley,8
6821,McGonagall,film 1,potter,Quirinus Quirrell,4
6822,McGonagall,film 1,potter,Ronald Bilius Weasley,8
6823,McGonagall,film 1,potter,Rowena Ravenclaw,4
6824,McGonagall,film 1,potter,Rubeus Hagrid,4
6825,McGonagall,film 1,potter,Salazar Slytherin,4
6826,McGonagall,film 1,potter,Scorpius Hyperion Malfoy,8
6827,McGonagall,film 1,potter,Susan Bones,4
6828,McGonagall,film 1,quirrell,Aberforth Dumbledore,2
6829,McGonagall,film 1,quirrell,Albus Percival Wulfric Brian Dumbledore,3
6830,McGonagall,film 1,quirrell,Albus Severus Potter,5
6831,McGonagall,film 1,quirrell,Arthur Weasley,2
6832,McGonagall,film 1,quirrell,Bill William Arthur Weasley,2
6833,McGonagall,film 1,quirrell,Charles Weasley,2
6834,McGonagall,film 1,quirrell,Draco Malfoy,2
6835,McGonagall,film 1,quirrell,Edgar Bones,1
6836,McGonagall,film 1,quirrell,Fred Weasley,2
6837,McGonagall,film 1,quirrell,George Weasley,2
6838,McGonagall,film 1,quirrell,Ginevra Ginny Molly Weasley,2
6839,McGonagall,film 1,quirrell,Godric Gryffindor,1
6840,McGonagall,film 1,quirrell,Harry James Potter,4
6841,McGonagall,film 1,quirrell,Helena Ravenclaw,1
6842,McGonagall,film 1,quirrell,Helga Hufflepuff,1
6843,McGonagall,film 1,quirrell,Hermione Jean Granger,1
6844,McGonagall,film 1,quirrell,James Potter,4
6845,McGonagall,film 1,quirrell,James Sirius Potter,4
6846,McGonagall,film 1,quirrell,Lily J. Potter,4
6847,McGonagall,film 1,quirrell,Lucius Malfoy,2
6848,McGonagall,film 1,quirrell,Molly Weasley,2
6849,McGonagall,film 1,quirrell,Narcissa Malfoy,2
6850,McGonagall,film 1,quirrell,Nicholas de Mimsy-Porpington,2
6851,McGonagall,film 1,quirrell,Oliver Wood,3
6852,McGonagall,film 1,quirrell,Percy Ignatius Weasley,2
6853,McGonagall,film 1,quirrell,Quirinus Quirrell,1
6854,McGonagall,film 1,quirrell,Ronald Bilius Weasley,2
6855,McGonagall,film 1,quirrell,Rowena Ravenclaw,1
6856,McGonagall,film 1,quirrell,Rubeus Hagrid,1
6857,McGonagall,film 1,quirrell,Salazar Slytherin,1
6858,McGonagall,film 1,quirrell,Scorpius Hyperion Malfoy,2
6859,McGonagall,film 1,quirrell,Susan Bones,1
6860,McGonagall,film 1,ravenclaw,Aberforth Dumbledore,2
6861,McGonagall,film 1,ravenclaw,Albus Percival Wulfric Brian Dumbledore,3
6862,McGonagall,film 1,ravenclaw,Albus Severus Potter,5
6863,McGonagall,film 1,ravenclaw,Arthur Weasley,2
6864,McGonagall,film 1,ravenclaw,Bill William Arthur Weasley,2
6865,McGonagall,film 1,ravenclaw,Charles Weasley,2
6866,McGonagall,film 1,ravenclaw,Draco Malfoy,2
6867,McGonagall,film 1,ravenclaw,Edgar Bones,1
6868,McGonagall,film 1,ravenclaw,Fred Weasley,2
6869,McGonagall,film 1,ravenclaw,George Weasley,2
6870,McGonagall,film 1,ravenclaw,Ginevra Ginny Molly Weasley,2
6871,McGonagall,film 1,ravenclaw,Godric Gryffindor,1
6872,McGonagall,film 1,ravenclaw,Harry James Potter,4
6873,McGonagall,film 1,ravenclaw,Helena Ravenclaw,1
6874,McGonagall,film 1,ravenclaw,Helga Hufflepuff,1
6875,McGonagall,film 1,ravenclaw,Hermione Jean Granger,1
6876,McGonagall,film 1,ravenclaw,James Potter,4
6877,McGonagall,film 1,ravenclaw,James Sirius Potter,4
6878,McGonagall,film 1,ravenclaw,Lily J. Potter,4
6879,McGonagall,film 1,ravenclaw,Lucius Malfoy,2
6880,McGonagall,film 1,ravenclaw,Molly Weasley,2
6881,McGonagall,film 1,ravenclaw,Narcissa Malfoy,2
6882,McGonagall,film 1,ravenclaw,Nicholas de Mimsy-Porpington,2
6883,McGonagall,film 1,ravenclaw,Oliver Wood,3
6884,McGonagall,film 1,ravenclaw,Percy Ignatius Weasley,2
6885,McGonagall,film 1,ravenclaw,Quirinus Quirrell,1
6886,McGonagall,film 1,ravenclaw,Ronald Bilius Weasley,2
6887,McGonagall,film 1,ravenclaw,Rowena Ravenclaw,1
6888,McGonagall,film 1,ravenclaw,Rubeus Hagrid,1
6889,McGonagall,film 1,ravenclaw,Salazar Slytherin,1
6890,McGonagall,film 1,ravenclaw,Scorpius Hyperion Malfoy,2
6891,McGonagall,film 1,ravenclaw,Susan Bones,1
6892,McGonagall,film 1,ronald,Aberforth Dumbledore,2
6893,McGonagall,film 1,ronald,Albus Percival Wulfric Brian Dumbledore,3
6894,McGonagall,film 1,ronald,Albus Severus Potter,5
6895,McGonagall,film 1,ronald,Arthur Weasley,2
6896,McGonagall,film 1,ronald,Bill William Arthur Weasley,2
6897,McGonagall,film 1,ronald,Charles Weasley,2
6898,McGonagall,film 1,ronald,Draco Malfoy,2
6899,McGonagall,film 1,ronald,Edgar Bones,1
6900,McGonagall,film 1,ronald,Fred Weasley,2
6901,McGonagall,film 1,ronald,George Weasley,2
6902,McGonagall,film 1,ronald,Ginevra Ginny Molly Weasley,2
6903,McGonagall,film 1,ronald,Godric Gryffindor,1
6904,McGonagall,film 1,ronald,Harry James Potter,4
6905,McGonagall,film 1,ronald,Helena Ravenclaw,1
6906,McGonagall,film 1,ronald,Helga Hufflepuff,1
6907,McGonagall,film 1,ronald,Hermione Jean Granger,1
6908,McGonagall,film 1,ronald,James Potter,4
6909,McGonagall,film 1,ronald,James Sirius Potter,4
6910,McGonagall,film 1,ronald,Lily J. Potter,4
6911,McGonagall,film 1,ronald,Lucius Malfoy,2
6912,McGonagall,film 1,ronald,Molly Weasley,2
6913,McGonagall,film 1,ronald,Narcissa Malfoy,2
6914,McGonagall,film 1,ronald,Nicholas de Mimsy-Porpington,2
6915,McGonagall,film 1,ronald,Oliver Wood,3
6916,McGonagall,film 1,ronald,Percy Ignatius Weasley,2
6917,McGonagall,film 1,ronald,Quirinus Quirrell,1
6918,McGonagall,film 1,ronald,Ronald Bilius Weasley,2
6919,McGonagall,film 1,ronald,Rowena Ravenclaw,1
6920,McGonagall,film 1,ronald,Rubeus Hagrid,1
6921,McGonagall,film 1,ronald,Salazar Slytherin,1
6922,McGonagall,film 1,ronald,Scorpius Hyperion Malfoy,2
6923,McGonagall,film 1,ronald,Susan Bones,1
6924,McGonagall,film 1,slytherin,Aberforth Dumbledore,2
6925,McGonagall,film 1,slytherin,Albus Percival Wulfric Brian Dumbledore,3
6926,McGonagall,film 1,slytherin,Albus Severus Potter,5
6927,McGonagall,film 1,slytherin,Arthur Weasley,2
6928,McGonagall,film 1,slytherin,Bill William Arthur Weasley,2
6929,McGonagall,film 1,slytherin,Charles Weasley,2
6930,McGonagall,film 1,slytherin,Draco Malfoy,2
6931,McGonagall,film 1,slytherin,Edgar Bones,1
6932,McGonagall,film 1,slytherin,Fred Weasley,2
6933,McGonagall,film 1,slytherin,George Weasley,2
6934,McGonagall,film 1,slytherin,Ginevra Ginny Molly Weasley,2
6935,McGonagall,film 1,slytherin,Godric Gryffindor,1
6936,McGonagall,film 1,slytherin,Harry James Potter,4
6937,McGonagall,film 1,slytherin,Helena Ravenclaw,1
